4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
3829.000000 4028.000000 4026.000000
344.000000 3418.000000 3287.000000
285.000000 2706.000000 1555.000000
254.000000 344.000000 258.000000
218.000000 235.000000 203.000000
225.000000 241.000000 210.000000
268.000000 288.000000 263.000000
2954.000000 3288.000000 3360.000000
4095.000000 4095.000000 4095.000000
3688.000000 4002.000000 4003.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4095.000000 4095.000000
4095.000000 4070.000000 4008.000000
4007.000000 3937.000000 3083.000000
4095.000000 4095.000000 3639.000000
4095.000000 4095.000000 3153.000000
4095.000000 4063.000000 970.000000
4026.000000 3948.000000 343.000000
3949.000000 3800.000000 303.000000
3919.000000 3730.000000 262.000000
3859.000000 3567.000000 238.000000
3950.000000 3844.000000 293.000000
3865.000000 3596.000000 239.000000
3587.000000 3099.000000 202.000000
3020.000000 2236.000000 188.000000
3189.000000 2496.000000 195.000000
3844.000000 3376.000000 225.000000
3858.000000 3335.000000 242.000000
3825.000000 3178.000000 247.000000
3397.000000 2314.000000 226.000000
3264.000000 2071.000000 237.000000
3045.000000 1742.000000 231.000000
3001.000000 1713.000000 256.000000
2891.000000 1670.000000 258.000000
2839.000000 2433.000000 235.000000
2608.000000 2046.000000 199.000000
2717.000000 2013.000000 185.000000
2537.000000 1589.000000 199.000000
2782.000000 1570.000000 212.000000
2519.000000 1034.000000 209.000000
2074.000000 495.000000 201.000000
2138.000000 334.000000 224.000000
1663.000000 310.000000 217.000000
1318.000000 301.000000 201.000000
1205.000000 344.000000 187.000000
1145.000000 1227.000000 171.000000
1434.000000 663.000000 164.000000
1559.000000 467.000000 175.000000
1826.000000 829.000000 178.000000
1641.000000 795.000000 174.000000
1580.000000 1223.000000 168.000000
750.000000 741.000000 156.000000
348.000000 281.000000 157.000000
381.000000 2050.000000 156.000000
329.000000 286.000000 146.000000
336.000000 290.000000 147.000000
351.000000 296.000000 148.000000
350.000000 293.000000 144.000000
306.000000 280.000000 141.000000
299.000000 273.000000 137.000000
321.000000 293.000000 145.000000
307.000000 288.000000 144.000000
329.000000 295.000000 148.000000
333.000000 311.000000 152.000000
325.000000 315.000000 151.000000
303.000000 318.000000 146.000000
303.000000 424.000000 140.000000
303.000000 391.000000 146.000000
299.000000 349.000000 144.000000
296.000000 487.000000 140.000000
296.000000 352.000000 140.000000
295.000000 268.000000 132.000000
301.000000 274.000000 137.000000
281.000000 268.000000 132.000000
267.000000 261.000000 125.000000
269.000000 256.000000 125.000000
265.000000 253.000000 128.000000
271.000000 253.000000 123.000000
270.000000 253.000000 125.000000
269.000000 256.000000 126.000000
256.000000 245.000000 119.000000
253.000000 237.000000 120.000000
248.000000 222.000000 138.000000
235.000000 214.000000 139.000000
250.000000 241.000000 142.000000
375.000000 274.000000 150.000000
1133.000000 299.000000 158.000000
1284.000000 310.000000 156.000000
1325.000000 314.000000 160.000000
1303.000000 322.000000 158.000000
1364.000000 323.000000 161.000000
1482.000000 335.000000 163.000000
1239.000000 311.000000 158.000000
1039.000000 305.000000 158.000000
778.000000 296.000000 155.000000
446.000000 285.000000 151.000000
368.000000 280.000000 147.000000
458.000000 284.000000 150.000000
628.000000 292.000000 150.000000
647.000000 288.000000 149.000000
651.000000 290.000000 147.000000
595.000000 286.000000 146.000000
690.000000 288.000000 152.000000
914.000000 296.000000 152.000000
695.000000 288.000000 150.000000
828.000000 293.000000 151.000000
736.000000 291.000000 151.000000
533.000000 289.000000 151.000000
564.000000 291.000000 149.000000
712.000000 294.000000 149.000000
766.000000 299.000000 154.000000
739.000000 299.000000 154.000000
1076.000000 321.000000 161.000000
1320.000000 338.000000 156.000000
1031.000000 320.000000 152.000000
1536.000000 386.000000 160.000000
1716.000000 532.000000 165.000000
2151.000000 1042.000000 170.000000
1899.000000 791.000000 168.000000
1714.000000 550.000000 163.000000
1713.000000 521.000000 164.000000
2066.000000 881.000000 166.000000
2246.000000 935.000000 169.000000
2435.000000 1162.000000 174.000000
2539.000000 1421.000000 172.000000
2335.000000 1297.000000 169.000000
2541.000000 1559.000000 175.000000
2546.000000 1566.000000 174.000000
2582.000000 1598.000000 177.000000
2754.000000 1825.000000 172.000000
2795.000000 1881.000000 174.000000
2882.000000 2010.000000 173.000000
2961.000000 2138.000000 178.000000
2979.000000 2171.000000 179.000000
3126.000000 2378.000000 177.000000
3113.000000 2343.000000 176.000000
3166.000000 2422.000000 183.000000
3200.000000 2480.000000 183.000000
3218.000000 2486.000000 182.000000
3304.000000 2598.000000 184.000000
3319.000000 2604.000000 187.000000
3524.000000 2899.000000 185.000000
3596.000000 3001.000000 191.000000
3604.000000 2995.000000 190.000000
3649.000000 3060.000000 192.000000
3582.000000 2939.000000 188.000000
3803.000000 3319.000000 198.000000
3797.000000 3307.000000 200.000000
3843.000000 3470.000000 213.000000
3852.000000 3491.000000 217.000000
3862.000000 3544.000000 223.000000
3871.000000 3591.000000 223.000000
3863.000000 3560.000000 227.000000
3935.000000 3796.000000 257.000000
3912.000000 3733.000000 249.000000
3931.000000 3782.000000 256.000000
3942.000000 3814.000000 262.000000
3941.000000 3807.000000 271.000000
4011.000000 3922.000000 304.000000
3982.000000 3883.000000 295.000000
4032.000000 3949.000000 321.000000
3994.000000 3898.000000 300.000000
3979.000000 3872.000000 292.000000
3990.000000 3891.000000 293.000000
3949.000000 3821.000000 279.000000
3979.000000 3877.000000 290.000000
3938.000000 3783.000000 271.000000
3947.000000 3806.000000 271.000000
3928.000000 3751.000000 263.000000
3916.000000 3664.000000 251.000000
3937.000000 3754.000000 264.000000
3896.000000 3582.000000 248.000000
3932.000000 3719.000000 260.000000
3908.000000 3630.000000 253.000000
3899.000000 3587.000000 244.000000
3909.000000 3639.000000 252.000000
3897.000000 3563.000000 243.000000
3926.000000 3695.000000 260.000000
3876.000000 3485.000000 234.000000
3895.000000 3554.000000 239.000000
3878.000000 3498.000000 238.000000
3848.000000 3390.000000 220.000000
3910.000000 3618.000000 256.000000
3883.000000 3487.000000 239.000000
3877.000000 3475.000000 234.000000
3849.000000 3360.000000 223.000000
3883.000000 3461.000000 240.000000
3894.000000 3497.000000 240.000000
3784.000000 3170.000000 207.000000
3749.000000 3122.000000 196.000000
3613.000000 2918.000000 191.000000
3544.000000 2837.000000 189.000000
3006.000000 2211.000000 179.000000
3279.000000 2534.000000 185.000000
